Name,Country,State/Province
Translational Biosciences,USA,California
National Institute of Dental and Craniofacial Research (NIDCR),United States,Maryland
La Jolla Pharmaceutical Company,United States,California
Oncotherapeutics,United States,Texas
First Affiliated Hospital of Fujian Medical University,China,Fujian
United BioPharma,Taiwan,Taipei City
"SK Chemicals Co., Ltd.",South Korea,Gyeonggi Province
Shanghai Institute Of Biological Products,China,Shanghai
Changchun BCHT Biotechnology Co.,China,Jilin
"Services Institute of Medical Sciences, Pakistan",Pakistan,Punjab
"Barbara Horváth, Principal Investigator",Hungary,Budapest
ACELYRIN Inc.,United States,California
David Ware Branch,United States,Georgia
European Organisation for Research and Treatment of Cancer - EORTC,Belgium,Brussels-Capital Region
PETHEMA Foundation,Brazil,São Paulo
Archivel Farma S.L.,Spain,Madrid
CHU de Reims,France,Grand Est
NHS Lothian,United Kingdom,Scotland
Thai Red Cross AIDS Research Centre,Thailand,Bangkok
Gian Paolo Fadini,Italy,Veneto
"Shanxi Kangbao Biological Product Co., Ltd.",China,Shanxi
"Jared Jagdeo, MD, MS",United States,California
Robert L. Murphy,United States,Indiana
John C Burnett,United States,Arkansas
"Thymon, LLC",United States,California
PepTcell Limited,United Kingdom,England
Chiron Corporation,United States,California
"Navigen, Inc.",United States,California
Trimeris,United States,North Carolina
Purdue Frederick,United States,Connecticut
Ortho Pharmaceuticals,United States,Texas
Walter Reed Army Institute of Research (WRAIR),United States,Maryland
The HIV Netherlands Australia Thailand Research Collaboration,Netherlands,North Holland
Case Western Reserve University,United States,Ohio
"Priscilla Hsue, MD",United States,California
Luis Montaner,Spain,Valencia
Henry M. Jackson Foundation for the Advancement of Military Medicine,United States,Maryland
Shanghai Public Health Clinical Center,China,Shanghai
International AIDS Vaccine Initiative,United States,New York
David Ho,United States,California
"Travere Therapeutics, Inc.",United States,California
El Shatby University Hospital for Obstetrics and Gynecology,Egypt,Alexandria
"Hope Rugo, MD",United States,Maryland
Probelte Pharma S.L.U.,Spain,Andalusia
Universitas Airlangga,Indonesia,East Java
McGill University Health Centre/Research Institute of the McGill University Health Centre,Canada,Quebec
University of Rostock,Germany,Mecklenburg-Vorpommern
CuraVac,Germany,Baden-Württemberg
"Phrixus Pharmaceuticals, Inc.",United States,California
"Civi Biopharma, Inc.",United States,California
Royal Sussex County Hospital,United Kingdom,England
Zelos Therapeutics,United States,Georgia
Changhua Christian Hospital,Taiwan,Changhua County
"Robert R. Henry, MD",USA,California
"Ulthera, Inc",United States,Arizona
Tracey McLaughlin,United States,California
"CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co., Ltd.",China,Hebei
Laurian Jongejan,Netherlands,North Holland
Marea Therapeutics,USA,Massachusetts
Grifols Therapeutics LLC,USA,North Carolina
"Fresenius Kabi USA, LLC",United States,Illinois
Zosano Pharma Corporation,United States,California
Hvidovre University Hospital,Denmark,Hovedstaden
Antares Pharma Inc.,USA,New Jersey
Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),United States,Maryland
Ascendis Pharma Bone Diseases A/S,Denmark,Capital Region
"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",Japan,Hyogo
Rijnstate Hospital,Netherlands,Gelderland
Helwan University,Egypt,Cairo
University Diabetes & Endocrine Consultants,United States,Texas
Rigmor Højland Jensen,Denmark,Zealand
"MDD US Operations, LLC a subsidiary of Supernus Pharmaceuticals",United States,Maryland
Children's Hospital of Fudan University,China,Shanghai
University of Erlangen-Nürnberg Medical School,Germany,Bavaria
AO GENERIUM,Russia,Moscow
Beijing Friendship Hospital,China,Beijing
Yin Jie,China,Guangdong
Shandong University,China,Shandong Province
Nahda University,United Arab Emirates,Sharjah
Sidekick Health,Iceland,Capital Region
"Intas Pharmaceuticals, Ltd.",India,Gujarat
Kafkas University,Turkey,Erzurum
"Ministry of Science and Higher Education, Poland",Poland,Mazovia
Université de Sherbrooke,Canada,Quebec
Psychiatric Centre Rigshospitalet,Denmark,Capital Region
"Abcuro, Inc.",United States,Colorado
University of New Mexico,United States,New Mexico
NICHD Neonatal Research Network,United States,Maryland
Società Scientifica Internazionale di Ossigeno Ozono Terapia,Italy,Lazio
"Sonescence, Inc.",United States,California
Dallas VA Medical Center,United States,Texas
Saint John's Cancer Institute,USA,California
Rabin Medical Center,Israel,Center District
"University Hospital, Gasthuisberg",Belgium,Flanders
"V.K.V. American Hospital, Istanbul",Turkey,Istanbul
"EpicentRx, Inc.",USA,California
Vietnam National University,Vietnam,Hanoi
Roberta Venturella,Italy,Lazio
University of Oxford,United Kingdom,England
Southern Cross Fertility Centre,Australia,New South Wales
Royan Institute,Iran,Tehran
Clinique Ovo,Canada,Ontario
"Shandong TheraWisdom Biopharma Co., Ltd.",China,Shandong
ClinAmygate,Canada,Alberta
"Alphamab Jilin Co., Ltd.",China,Jilin
Miao benyu,China,Guangdong
Neil Chappell,United Kingdom,England
Università degli Studi 'G. d'Annunzio' Chieti e Pescara,Italy,Abruzzo
Martin Blomberg Jensen,Denmark,Central Jutland
U.O. Chirurgia Andrologica,Italy,Lazio
Ottawa Fertility Centre,Canada,Ontario
Anne B. Newman,USA,Pennsylvania
Kinevant Sciences GmbH,Germany,Bavaria
NPO Petrovax,Russia,Moscow Oblast
Catalan Institute of Health,Spain,Catalonia
Nitto Denko Corporation,Japan,Osaka
Seqirus,Australia,Victoria
St. Petersburg Research Institute of Vaccines and Sera,Russia,Saint Petersburg
UMN Pharma Inc.,Japan,Tokyo
Eslam Ayman Mohamed Shawki,Egypt,Cairo
Enrique Salmeron,Spain,Comunidad de Madrid
Yuksek Ihtisas University,Turkey,Bursa Province
"Jeffrey Alan Klein, MD",USA,California
Aspen Global Incorporated,United States,Arizona
Istanbul Saglik Bilimleri University,Turkey,Istanbul
Phoenix VA Health Care System,United States,Arizona
"ICStudy, LLC",United States,Delaware
Tanta University,Egypt,Qalyubia
University of Northern Colorado,United States,Colorado
Bozyaka Training and Research Hospital,Turkey,İzmir
Jun Wang,China,Anhui
Chinese PLA General Hospital,China,Beijing
Christina Kruuse,Denmark,Capital Region of Denmark
Aalborg University,Denmark,Region North Jutland
"National Institute of Hygiene and Epidemiology, Vietnam",Vietnam,Hanoi
"Liaoning Chengda Biotechnology CO., LTD",China,Liaoning
Fred Hutchinson Cancer Center,USA,Washington
Anergis,Switzerland,Vaud
medac GmbH,Germany,Hamburg
Sohag University,Egypt,Sohag
"Stanley Jordan, MD",United States,Maryland
Idelberto Badell,Cuba,Pinar del Río
maximiliano barahona vasquez,Chile,Región del Libertador General Bernardo O'Higgins
Bioventus LLC,United States,North Carolina
Adrian Hernandez,United States,California
I.R.C.C.S Ospedale Galeazzi-Sant'Ambrogio,Italy,Lombardy
Musculoskeletal Injury Rehabilitation Research for Operational Readiness,United States,Virginia
Yantai Yuhuangding Hospital,China,Shandong
Bronx-Lebanon Hospital Center Health Care System,United States,New York
Health Sciences North Research Institute,Canada,Ontario
Christopher Ritchlin,United States,Virginia
Hospital M'Boi Mirim,Brazil,São Paulo
Ankara City Hospital Bilkent,Turkey,Ankara
"Mayo General Hospital, Ireland",Ireland,County Mayo
Dipenkumar Modi,India,Gujarat
HRYZ Biotech Co.,China,Jiangsu
Hebei Medical University,China,Hebei
German CLL Study Group,Germany,Baden-Württemberg
"Sunshine Lake Pharma Co., Ltd.",China,Guangdong
"Maxinovel Pty., Ltd.",Australia,Victoria
"Rafic Farah, MD",United States,California
Memorial Sloan Kettering Cancer Center,United States,New York
Eastern Cooperative Oncology Group,United States,Massachusetts
Stichting European Myeloma Network,Netherlands,North Holland
Cryopraxis Criobiologia Ltda.,Brazil,São Paulo
Bergman Clinics,Netherlands,North Holland
"Gerut, Zachary, M.D.",United States,California
"Shenyang Sunshine Pharmaceutical Co., LTD.",China,Liaoning
Fakultas Kedokteran Universitas Indonesia,Indonesia,Jakarta
University of Warmia and Mazury,Poland,Warmian-Masurian Voivodeship
Miguel Blanca Gomez,Spain,Andalucía
DNA Therapeutics,France,Île-de-France
University of Cologne,Germany,North Rhine-Westphalia
Peking Union Medical College,China,Beijing
"BJ Bioscience, Inc.",United States,California
"Woman's Health University Hospital, Egypt",Egypt,Cairo
The Catholic University of Korea,South Korea,Gyeonggi Province
Celgene Corporation,United States,New Jersey
Marmara University,Turkey,Istanbul
Sindolor,Brazil,São Paulo
Shane Burch,United States,Louisiana
Zhen-Yu Ding,China,Jiangsu
Scott Antonia,United States,California
Guangzhou Institute of Respiratory Disease,China,Guangdong
Shionogi,Japan,Osaka**
Thrombosis Research Institute,United Kingdom,England
"Thomas Nickolas, MD MS",United States,California
"Fiechtner, Justus J., M.D., P.C.",United States,New York
"Onur Boyman, MD",United States,New Jersey
Immunocore Ltd,United Kingdom,England
Affibody,Sweden,Skåne County
MassBiologics,USA,Massachusetts
"Pharmicell Co., Ltd.",South Korea,Gyeonggi Province
Center Trials & Treatment,United States,Florida
Ronald Levy,United States,California
Ruijin Hospital,China,Shanghai
Fernando Cabanillas,Spain,Andalusia
Vac4All,Italy,Emilia-Romagna
Bill & Melinda Gates Medical Research Institute,United States,Massachusetts
Jose Pablo Leone,Argentina,Buenos Aires
VA Office of Research and Development,USA,Virginia
Philogen S.p.A.,Italy,Tuscany
Li Yu,China,Guangdong
International Extranodal Lymphoma Study Group (IELSG),Switzerland,Geneva
Kenneth Beer,United States,New York
Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea,Spain,Community of Madrid
"Shanghai Pulmonary Hospital, Shanghai, China",China,Shanghai
University of Florence,Italy,Tuscany
Groupe Francophone des Myelodysplasies,France,Île-de-France
CHU de Quebec-Universite Laval,Canada,Quebec
Bandim Health Project,Denmark,Region of Southern Denmark
Prelude Therapeutics,United States,Delaware
"Micron Biomedical, Inc",United States,North Carolina
"University of Witwatersrand, South Africa",South Africa,Gauteng
"SironRX Therapeutics, Inc.",United States,Massachusetts
Pediatric Brain Tumor Consortium,USA,North Carolina
BioVex Limited,United Kingdom,England
Universitair Ziekenhuis Brussel,Belgium,Brussels-Capital Region
Nina Bhardwaj,India,Delhi
Cellxpert Biotechnology Corp.,United States,California
Provectus Pharmaceuticals,United States,Tennessee
"Hassane M. Zarour, MD",United States,New Jersey
Cytavis Biopharma GmbH,Germany,North Rhine-Westphalia
The Netherlands Cancer Institute,Netherlands,North Holland
Novartis Vaccines,Switzerland,Basel-Stadt
"Cyprium Therapeutics, Inc.",United States,Texas
Axel Brandes,Germany,North Rhine-Westphalia
Asarina Pharma,Sweden,Uppsala County
Stanley Dudrick's Memorial Hospital,United States,Connecticut
"89bio, Inc.",United States,California
7TM Pharma A/S,Denmark,Capital Region of Denmark
"Fuda Cancer Hospital, Guangzhou",China,Guangdong
Tokyo Medical University,Japan,Tokyo
UNICANCER,France,Île-de-France
Shanghai Humantech Biotechnology Co. Ltd,China,Shanghai
Anuradha Krishnamurthy,India,Karnataka
PDS Biotechnology Corp.,United States,New Jersey
Hoag Memorial Hospital Presbyterian,United States,California
Inge Marie Svane,Denmark,Central Jutland
IO Biotech,United States,New Jersey
Carolyn Britten,United States,Minnesota
Lyudmyla Berim,Ukraine,Kyiv Oblast
"Praful Ravi, MB BCHir, MRCP",United Kingdom,England
"Schoenhaus, Jodi, DPM",USA,New Jersey
Optinose US Inc.,United States,Pennsylvania
"IRCCS National Neurological Institute ""C. Mondino"" Foundation",Italy,Lombardy
TorreyPines Therapeutics,United States,California
Campus Bio-Medico University,Italy,Lazio
Nevada Cancer Institute,United States,Nevada
Corfu Headache Clinic,Greece,Ionian Islands
"Otsuka Pharmaceutical Co., Ltd.",Japan,Tokyo
Isfahan University of Medical Sciences,Iran,Isfahan
"Alder Biopharmaceuticals, Inc.",United States,Washington
Hospital Clínico Universitario de Valladolid,Spain,Castile and León
Ohio University,United States,Ohio
"AgoneX Biopharmaceuticals, Inc.",United States,California
Danish Headache Center,Denmark,Capital Region of Denmark
Janssen Pharmaceutica,Belgium,Flemish Brabant
GemVax & Kael,South Korea,Seoul
Kırklareli University,Turkey,Kırklareli Province
"Samsung Pharmaceutical Co., Ltd.",South Korea,Gyeonggi Province
Ichnos Sciences SA,Switzerland,Geneva
Merz Therapeutics GmbH,Germany,Hesse
"Royal Victoria Hospital, Canada",Canada,Quebec
Indivior Inc.,United States,Virginia
Bo Feldt-Rasmussen,Denmark,Central Jutland
AQTIS Medical B.V.,Netherlands,North Holland
Sana Klinikum Offenbach,Germany,Hesse
Khon Kaen University,Thailand,Khon Kaen
Maasstad Hospital,Netherlands,South Holland
Complejo Hospitalario Universitario de Granada,Spain,Andalusia
Sir Run Run Shaw Hospital,China,Zhejiang
Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,United States,California
Johannes Jakobsen,Norway,Vestland
Affiliated Hospital of Nantong University,China,Jiangsu
"University Hospital, Lille",France,Hauts-de-France
Vaxil Therapeutics Ltd.,Israel,Tel Aviv
University of Heidelberg Medical Center,Germany,Baden-Württemberg
pharmaand GmbH,Germany,Bavaria
Methodist Healthcare,United States,Texas
PharmaMar,Spain,Community of Madrid
Canadian Myeloma Research Group,Canada,Ontario
Nanexa AB,Sweden,Uppsala
Wang Guorong,China,Guangdong
ECRI bv,Netherlands,North Brabant
"University of Turin, Italy",Italy,Piedmont
"Carl Ola Landgren, MD, PhD",United States,California
Assembly Biosciences,United States,California
RenJi Hospital,China,Shanghai
Qiu Lugui,China,Guangdong
Hellenic Society of Hematology,Greece,Attica
US Oncology Research,United States,Texas
Poitiers University Hospital,France,Nouvelle-Aquitaine
"University Hospital, Brest",France,Brittany
"Brown, Theodore R., M.D., MPH",United States,California
State University of New York at Buffalo,United States,New York
Tanner Foundation for Multiple Sclerosis,United States,California
"Teva Neuroscience, Inc.",United States,Texas
"University of North Carolina, Charlotte",United States,North Carolina
"Pfenex, Inc",United States,California
Aaron Miller,United States,Virginia
Martin Janičko,Slovakia,Prešovský kraj
Chiara Zecca,Italy,Tuscany
Fundació Institut Germans Trias i Pujol,Spain,Catalonia
"Institute of Psychiatry and Neurology, Warsaw",Poland,Masovian Voivodeship
University of Louisville,United States,Kentucky
Tulane University,United States,Louisiana
"Nancy Hammond, MD",USA,Virginia
Tianjin Medical University General Hospital,China,Tianjin
Muscular Dystrophy Association,United States,New Jersey
Case Comprehensive Cancer Center,United States,Ohio
Bioniche Pharma USA LLC,United States,New York
Mirati Therapeutics Inc.,United States,California
"Heinrich-Heine University, Duesseldorf",Germany,North Rhine-Westphalia
"Onconova Therapeutics, Inc.",United States,Pennsylvania
Baptist Health South Florida,United States,Florida
Xiao Li,China,Guangdong
St. Bartholomew's Hospital,United Kingdom,England
Cell Medica Ltd,United Kingdom,England
Associazione Qol-one,Italy,Emilia-Romagna
Vanderbilt-Ingram Cancer Center,United States,Tennessee
Astellas Pharma Europe Ltd.,United Kingdom,England
Aprea Therapeutics,USA,Massachusetts
AHS Cancer Control Alberta,Canada,Alberta
MacroGenics,United States,Maryland
Kyunghee University Medical Center,South Korea,Seoul
Xijing Hospital,China,Shaanxi
"Ole Frobert, MD, PhD",United States,New York
"Lisata Therapeutics, Inc.",United States,New Jersey
Abant Izzet Baysal University,Turkey,Bolu
Womack Army Medical Center,United States,Virginia
"Rohit Aggarwal, MD",United States,Virginia
Institut Claudius Regaud,France,Occitanie
Insmed Incorporated,United States,New Jersey
"Akero Therapeutics, Inc",USA,California
"Meridian Bioscience, Inc.",United States,Ohio
"Altimmune, Inc.",United States,Maryland
"Bright Cell, Inc.",United States,Colorado
Taipei Medical University Hospital,Taiwan,Taipei City
"Sofregen Medical, Inc.",United States,Massachusetts
Xiangya Hospital of Central South University,China,Hunan
Globe Biotech Limited,Bangladesh,Dhaka
Anaveon AG,Switzerland,Zurich
Ohio State University Comprehensive Cancer Center,United States,Ohio
Norwegian University of Science and Technology,Norway,Trøndelag
"Walvax Biotechnology Co., Ltd.",China,Yunnan
Russian Society of Colorectal Surgeons,Russia,Moscow
"Rigshospitalet, Denmark",Denmark,Capital Region of Denmark
"University Hospital, Akershus",Norway,Viken
"Ashvattha Therapeutics, Inc.",United States,California
Osaka University,Japan,Osaka
The Central Hospital of Lishui City,China,Zhejiang
The Children's Hospital of Zhejiang University School of Medicine,China,Zhejiang
Region Zealand,Denmark,Zealand
Malcolm Brenner,United States,Florida
St. Anna Kinderkrebsforschung,Austria,Vienna
Fundació Sant Joan de Déu,Spain,Catalonia
"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",Italy,Lombardy
"National Health Research Institutes, Taiwan",Taiwan,Taipei City
Isabel Moreno Hay,Spain,Valencia
"Araim Pharmaceuticals, Inc.",United States,Maryland
Darell Bigner,United States,California
Larysa Sanchez,United States,California
Alexey Mukhin,Russia,Moscow
iOMEDICO AG,Switzerland,Zug
Frame Pharmaceuticals B.V.,Netherlands,North Brabant
Alan Richardson,United Kingdom,England
Fukushima Medical University,Japan,Fukushima Prefecture
First Hospital of Shijiazhuang City,China,Hebei
"Megan Daly, MD",United States,California
"CohBar, Inc.",United States,California
Alberta Children's Hospital,Canada,Alberta
ScandiBio Therapeutics AB,Sweden,Uppsala County
Changi General Hospital,Singapore,Central Singapore
"Tasly Biopharmaceuticals Co., Ltd.",China,Tianjin
ChemomAb Ltd.,Israel,Jerusalem
Boston Pharmaceuticals,USA,Massachusetts
"Stuart Knechtle, M.D.",United States,California
Diamyd Therapeutics AB,Sweden,Stockholm
Hospital Kemaman,Malaysia,Terengganu
Shiga University,Japan,Shiga Prefecture
BeiGene,China,Beijing
Replimune Inc.,United States,Massachusetts
Albert Einstein College of Medicine,United States,New York
Anhui Provincial Cancer Hospital,China,Anhui Province
The First People's Hospital of Lianyungang,China,Jiangsu
Technical University of Munich,Germany,Bavaria
Bezmialem Vakif University,Turkey,Istanbul
Acibadem University,Turkey,Istanbul
Shanghai 10th People's Hospital,China,Shanghai
University of Georgia,United States,Georgia
Zoltan Pataky,Hungary,Bács-Kiskun
NeuroBo Pharmaceuticals Inc.,United States,Massachusetts
Xiang Guang-da,China,Guangdong
Signe Torekov,Denmark,North Jutland Region
University of Melbourne,Australia,Victoria
MemorialCare Health System,United States,California
Indiana University School of Medicine,United States,Indiana
David Lunardini,United States,New York
"Regionshospitalet Viborg, Skive",Denmark,Central Denmark Region
CRG UZ Brussel,Belgium,Brussels-Capital Region
The University of New South Wales,Australia,New South Wales
"T. John Winhusen, PhD",United States,Ohio
BioCorRx Inc,United States,California
Alar Pharmaceuticals Inc.,United States,New Jersey
"Friends Research Institute, Inc.",USA,California
BC Centre on Substance Use,Canada,British Columbia
"Neuro-Ophthalmologic Associates, PC",United States,New Jersey
Prairie Education and Research Cooperative,Canada,Saskatchewan
Auritec Pharmaceuticals,United States,California
OliPass Corporation,United States,California
OliPass Australia Pty Ltd,Australia,Victoria
"Hospital for Special Surgery, New York",United States,New York
Hans Mallmin,Sweden,Västmanland
Paradigm Biopharmaceuticals USA (INC),United States,California
The Affiliated Hospital of Qingdao University,China,Shandong
CARE ARTHRITIS LTD.,United Kingdom,England
ROC Foundation,United States,Pennsylvania
OhioHealth,United States,Ohio
Universidade Federal de Alfenas,Brazil,Minas Gerais
Henrik Gudbergsen,Norway,Oslo
The New England Baptist Hospital,United States,Massachusetts
Angitia Incorporated Limited,United Kingdom,England
Hackensack Meridian Health,United States,New Jersey
Morten Frost,Denmark,Hovedstaden
TransPharma Medical,Israel,Haifa District
"Health Research, Inc.",United States,New York
Tuen Mun Hospital,Hong Kong,N.T.
Sheffield Teaching Hospitals NHS Foundation Trust,United Kingdom,England
AryoGen Pharmed Co.,Iran,Tehran
Nottingham University Hospitals NHS Trust,United Kingdom,England
Angitia Biopharmaceuticals,United States,Pennsylvania
The Hospital for Sick Children,Canada,Ontario
Xi'an Honghui Hospital,China,Shaanxi
424 General Military Hospital,Saudi Arabia,Eastern Province
Lambda Therapeutic Research Ltd.,Canada,Ontario
Susan L. Greenspan,United States,California
Azelon Pharmaceuticals,USA,Massachusetts
Elisabeth-TweeSteden Ziekenhuis,Netherlands,North Brabant
Sygehus Lillebaelt,Denmark,Region of Southern Denmark
Andes Biotechnologies,USA,Florida
"ImmunoVaccine Technologies, Inc. (IMV Inc.)",Canada,Nova Scotia
Ångstrom Pharmaceuticals,Sweden,Stockholm
Sansum Diabetes Research Institute,USA,California
"Splash Pharmaceuticals, Inc.",United States,Massachusetts
"Neuraly, Inc.",United States,California
"Carmot Therapeutics, Inc.",United States,California
"Olfa kaabachi, MD",United States,New Jersey
Benaroya Research Institute,United States,Washington
Istanbul Aydın University,Turkey,Istanbul
"St Joseph University, Beirut, Lebanon",Lebanon,Beirut
TC Erciyes University,Turkey,Kayseri Province
Centre Hospitalier Régional Metz-Thionville,France,Grand Est
Immunovant Sciences GmbH,Germany,Hesse
"HPC Healthcare, Inc.",United States,New Jersey
Dokuz Eylul University,Turkey,İzmir
Tarsus University,Turkey,Mersin Province
Centre Hospitalier le Mans,France,Pays de la Loire
Beijing Tiantan Hospital,China,Beijing
Hamdard University,Pakistan,Sindh
"Faculty of Medicine, Sousse",Tunisia,Sousse
Karadeniz Technical University,Turkey,Trabzon
Maharishi Markendeswar University (Deemed to be University),India,Haryana
Çankırı Karatekin University,Turkey,Çankırı
Saint-Joseph University,Lebanon,Mount Lebanon Governorate
"Centre for Human Drug Research, Netherlands",Netherlands,Utrecht
Stefanie Seifert,Germany,Bavaria
"Ministry of Health and Population, Egypt",Egypt,Cairo
Fundacion Clinic per a la Recerca Biomédica,Spain,Catalonia
Australasian Gastro-Intestinal Trials Group,Australia,Queensland
Wakayama Medical University,Japan,Wakayama Prefecture
"Panbela Therapeutics, Inc.",United States,Minnesota
Pharmacyclics LLC.,United States,California
"Sahlgrenska University Hospital, Sweden",Sweden,Västra Götaland
GERCOR - Multidisciplinary Oncology Cooperative Group,Argentina,Buenos Aires
Antonio Fojo,Portugal,Azores
Mylan Bertek Pharmaceuticals,United States,Pennsylvania
"Center for Neurology, Stockholm",Sweden,Stockholm
"Alexza Pharmaceuticals, Inc.",United States,California
"University Hospital, Toulouse",France,Occitanie
Thomas Jefferson University,United States,Pennsylvania
Herantis Pharma Plc.,Finland,Uusimaa
Drexel University,United States,Pennsylvania
Serina Therapeutics,United States,North Carolina
Amryt Pharma,Ireland,Dublin
Shengzhen Sciprogen Bio-pharmaceutical Co. Ltd,China,Guangdong
Konya Meram State Hospital,Turkey,Konya Province
Boston Children's Hospital,United States,Massachusetts
Sun Pharmaceutical Industries Limited,India,Maharashtra
"Exicure, Inc.",United States,Illinois
University Hospital of Cologne,Germany,North Rhine-Westphalia
Papa Giovanni XXIII Hospital,Italy,Lazio
"Profusa, Inc.",United States,California
Carmel Medical Center,Israel,Haifa District
"Neothetics, Inc",United States,California
Marmur Medical,United States,New York
"XBiotech, Inc.",United States,Texas
Dr. Reddy's Laboratories Limited,India,Telangana
"Amphastar Pharmaceuticals, Inc.",United States,California
"Institute for Developing Science and Health Initiatives, Bangladesh",Bangladesh,Dhaka Division
Swathi Sethuram,India,Tamil Nadu
Inreda Diabetic B.V.,Netherlands,North Brabant
Bioeq GmbH,Germany,Baden-Württemberg
Edward Fox,United Kingdom,England
ASIS Corporation,United States,California
"Shanghai Celgen Bio-Pharmaceutical Co.,Ltd",China,Shanghai
ARCAGY/ GINECO GROUP,France,Île-de-France
"Capital Institute of Pediatrics, China",China,Beijing
Yubari Kibounomori,Japan,Hokkaido
Xinqiao Hospital of Chongqing,China,Chongqing
University of Cincinnati,United States,Ohio
Woman's,United States,California
Mỹ Đức Hospital,Vietnam,Hanoi
John Mascarenhas,Portugal,Lisbon
Beni-Suef University,Egypt,Beni Suef Governorate
"Ahmed M Maged, MD",United States,Florida
Egymedicalpedia,Germany,Bavaria
University of Saskatchewan,Canada,Saskatchewan
"United States Naval Medical Center, San Diego",United States,California
Bahawal Victoria Hospital Bahawalpur,Pakistan,Punjab
Acasti Pharma Inc.,Canada,Quebec
Hospital Ambroise Paré Paris,France,Île-de-France
"Shenzhen Salubris Pharmaceuticals Co., Ltd.",China,Guangdong
"Shanghai Biomabs Pharmaceutical Co., Ltd.",China,Shanghai
Dr. Vicky Tagalakis,Australia,Victoria
"MenoGeniX, Inc.",United States,California
mAbxience Research S.L.,Spain,Andalusia
Region Örebro County,Sweden,Örebro County
Cukurova University,Turkey,Adana Province
Des Moines University,United States,Iowa
"Armed Forces Hospital, Pakistan",Pakistan,Punjab
Tayside Medical Science Centre,United Kingdom,Scotland
PharmaSurgics AB,Sweden,Uppsala County
Ningbo Cancer Hospital,China,Zhejiang
Shanghai International Medical Center,China,Shanghai
Montecatone Rehabilitation Institute S.p.A.,Italy,Emilia-Romagna
Serum Institute of India Pvt. Ltd.,India,Maharashtra
TaiMed Biologics Inc.,Taiwan,Taipei City
"Mentrik Biotech, LLC",United States,North Carolina
Bruno Allolio,Italy,Lombardy
Bio Products Laboratory,United Kingdom,Hertfordshire
"Shanghai Jiaolian Drug Research and Development Co., Ltd",China,Shanghai
Trio Fertility,Canada,Ontario
LifeBridge Health,United States,Maryland
Lithuanian University of Health Sciences,Lithuania,Kaunas County
University Children's Hospital Tuebingen,Germany,Baden-Württemberg
City of Hope Medical Center,United States,California
"Cougar Biotechnology, Inc.",USA,California
"Alliance Foundation Trials, LLC.",United States,New York
Myovant Sciences GmbH,Switzerland,Basel-Stadt
Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,Italy,Lombardy
Zodiac Produtos Farmaceuticos S.A.,Brazil,São Paulo
Latin American Cooperative Oncology Group,United States,Florida
Ultimovacs ASA,Norway,Viken
"HanAll BioPharma Co., Ltd.",South Korea,Gyeonggi-do
Speciality European Pharma Limited,United Kingdom,England
Watson Pharmaceuticals,United States,New Jersey
"Todd M Koelling, MD",United States,Michigan
Astellas Pharma Singapore Pte. Ltd.,Singapore,Singapore
United Clinic Management GmbH,Germany,Bavaria
Institut Mutualiste Montsouris,France,Île-de-France
"Foresee Pharmaceuticals Co., Ltd.",Taiwan,Taipei City
IVI Sevilla,Spain,Andalusia
Akron Children's Hospital,United States,Ohio
Annesofie Faurschou,Denmark,Capital Region
Saakshi Khattri,India,Maharashtra
Atridia Pty Ltd.,Australia,Victoria
"Centocor Research & Development, Inc.",United States,Pennsylvania
Jeffrey J Crowley MD,United States,California
Psoriasis Treatment Center of Central New Jersey,United States,New Jersey
Oregon Medical Research Center,United States,Oregon
Oxford University Hospitals NHS Trust,United Kingdom,England
"BioRay Pharmaceutical Co., Ltd.",China,Jiangsu Province
Janssen Inc.,Canada,Ontario
"Tissa Hata, MD",USA,California
University of Aberdeen,United Kingdom,Scotland
Guangdong Provincial Hospital of Traditional Chinese Medicine,China,Guangdong
Narrows Institute for Biomedical Research,United States,Washington
Innovaderm Research Inc.,Canada,Quebec
Prof. Kristian Reich,Germany,Berlin
Carlos Wambier,Brazil,São Paulo
RWTH Aachen University,Germany,North Rhine-Westphalia
Kahr Medical,United States,New York
Epicentre,France,Île-de-France
University of Liverpool,United Kingdom,England
Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Netherlands,North Holland
Belfast Health and Social Care Trust,United Kingdom,Northern Ireland
Pantec Biosolutions AG,Switzerland,Zug
Roham T. Zamanian,United States,California
Tarix Pharmaceuticals,USA,Maryland
Qianfoshan Hospital,China,Shandong
Pontificia Universidade Catolica de Sao Paulo,Brazil,São Paulo
"Century Therapeutics, Inc.",United States,Pennsylvania
"Synermore Biologics Co., Ltd.",China,Jiangsu
"Synermore Biologics (Suzhou) Co., Ltd.",China,Jiangsu
Kasr El Aini Hospital,Egypt,Cairo
"Zhongshan Hospital (Xiamen), Fudan University",China,Fujian
Gachon University Gil Medical Center,South Korea,Gyeonggi Province
池畔,China,Zhejiang Province
"Kiniksa Pharmaceuticals (UK), Ltd.",United Kingdom,England
