Name,Country,State/Province
Medigen Biotechnology Corporation,Taiwan,Taipei City
Merck Sharp & Dohme LLC|Melanoma Research Alliance,United States,New Jersey
National Cancer Institute (NCI)|Medarex|Bristol-Myers Squibb,United States,New Jersey
National Cancer Institute (NCI)|Bristol-Myers Squibb|Medarex,United States,New Jersey
Oncolys BioPharma Inc,Japan,Tokyo
ARMO BioSciences,USA,California
Krankenhaus Nordwest,Germany,Hesse
"Immune Tolerance Network (ITN)|GlaxoSmithKline|PPD|Rho Federal Systems Division, Inc.",United States,North Carolina
Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Center for Complementary and Integrative Health (NCCIH),United States,Maryland
"Herlev and Gentofte Hospital|Hillerod Hospital, Denmark|Svendborg Hospital|Hospital of South West Jutland",Denmark,Capital Region
Scandinavian CRO,Sweden,Stockholm
H. Lee Moffitt Cancer Center and Research Institute|University of Southern California|Dana-Farber Cancer Institute|Huntsman Cancer Institute,United States,Florida
Aarhus University Hospital|Pfizer,Denmark,Central Jutland
Jinan University Guangzhou,China,Guangdong
Tokyo University|Saint Luca International Hospital,Japan,Tokyo
Seagen Inc.|ARCAGY/ GINECO GROUP,United States,Washington
BioInvent International AB|Merck Sharp & Dohme LLC,Sweden,Skåne
"Shanghai Changhai Hospital,The First Affiliated Hospital of Naval Medical University",China,Shanghai
UMR892,United States,California
Syneos Health|Merck Sharp & Dohme LLC,United States,New Jersey
"Oncovir, Inc.",United States,District of Columbia
Eli Lilly and Company|Bayer,United States,Indiana
Ferring Pharmaceuticals,Switzerland,Vaud
Celldex Therapeutics|Gateway for Cancer Research,United States,Massachusetts
"Synteract, Inc.",United States,California
"Alder Biopharmaceuticals, Inc.",United States,Washington
National Institutes of Health (NIH)|Schering-Plough,United States,Maryland
The Vaccine Company,Netherlands,North Holland
University of Valladolid|Complejo Asistencial Universitario de Palencia|Complejo Público Asistencial de Zamora,Spain,Castile and León
National Institute of Neurological Disorders and Stroke (NINDS)|Merck Sharp & Dohme LLC|GlaxoSmithKline,USA,Maryland
Glenmark Pharmaceuticals S.A.,Switzerland,Vaud
Laboratorio Echevarne|Pivotal S.L.,Spain,Catalonia
"Centocor, Inc.",United States,Pennsylvania
Novo Nordisk A/S|The GCP unit at Copenhagen University Hospital,Denmark,Capital Region of Denmark
"Ministry of Public Health, Democratic Republic of the Congo|Kinshasa School of Public Health|Bavarian Nordic",Democratic Republic of the Congo,Kinshasa
PepTcell Limited (t/a SEEK),United Kingdom,England
McGill University,Canada,Quebec
Beijing Chuiyangliu Hospital|Beijing Boren Hospital,China,Beijing
Cure Sanfilippo Foundation|Swedish Orphan Biovitrum,Sweden,Stockholm
CONRAD|Kenya Medical Research Institute|United States Agency for International Development (USAID),Kenya,N/A
"Haematology Service,",United Kingdom,England
"Janssen Pharmaceutica N.V., Belgium",Belgium,Vlaams-Brabant
Amgen|Emory University|University of Rochester|University Hospitals Cleveland Medical Center,USA,New York
Blood and Marrow Transplant Clinical Trials Network|National Cancer Institute (NCI)|National Marrow Donor Program,United States,Maryland
"Janssen Research & Development, LLC|Deutsche Studiengruppe Multiples Myelom (DSMM)",Germany,North Rhine-Westphalia
University of Tennessee,United States,Tennessee
"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",United States,New Jersey
Janssen Pharmaceuticals|Bristol-Myers Squibb,United States,New Jersey
Fondazione EMN Italy Onlus,Italy,Lazio
"Millennium Pharmaceuticals, Inc.|Celgene",United States,Massachusetts
"Amgen|GE Healthcare|HeartFlow, Inc.",United States,California
National University of Singapore,Singapore,Central Singapore
"Janssen, LP",United States,Pennsylvania
Karyopharm Therapeutics Inc|National Cancer Institute (NCI),United States,Massachusetts
Shanghai JMT-Bio Inc.,China,Shanghai
"Jiangsu Hengrui Pharmaceuticals Co.,Ltd",China,Jiangsu
Apobiologix.,Canada,Ontario
Karyopharm Therapeutics Inc,United States,Massachusetts
Sanofi|Intergroupe Francophone du Myelome,France,Île-de-France
Centro de Investigación Médica Aplicada (CIMA),Mexico,Jalisco
Merck Serono Australia Pty Ltd,Australia,New South Wales
"Teva Neuroscience, Inc.",United States,Ohio
Mallinckrodt|Auburn University MRI Research Center|iReportoire Inc,United States,Alabama
"National Multiple Sclerosis Society|Teva Neuroscience, Inc.",United States,Colorado
Gesellschaft für Therapieforschung mbH,Germany,Bavaria
"Merck Serono Limited, UK",United Kingdom,England
"Teva Branded Pharmaceutical Products R&D, Inc.",United States,New Jersey
F.D. Roosevelt Teaching Hospital with Policlinic Banska Bystrica,Slovakia,Banskobystrický kraj
"Merck A.E., Greece|Merck OY, Finland|Merck B.V., Netherlands|Merck A.B., Sweden|Merck, S.A., Portugal",Greece,Attica; Finland
ABREOC,United States,California
Merck Serono International SA,Switzerland,Geneva
"Clinica Universidad de Navarra, Universidad de Navarra",Spain,Navarre
"Nalecz Institute of Biocybernetics and Biomedical Engineering, Polish Academy of Sciences|Mossakowski Medical Research Centre Polish Academy of Sciences|Poznan University of Medical Sciences|Military Institute of Aviation Medicine",Poland,Greater Poland Voivodeship
James Graham Brown Cancer Center,United States,Kentucky
Louisiana State University Health Sciences Center in New Orleans|Antares Pharma Inc.,United States,Louisiana
"Kansas City Area Life Sciences Institute, Inc.",United States,Missouri
"Aepodia|University Hospital, Antwerp|Leiden University Medical Center",Belgium,Antwerp
Celgene|Roche Pharma AG,Switzerland,Basel-Stadt
"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",USA,New Jersey
"University College, London|Cell Therapy Catapult",United Kingdom,England
Uppsala University,Sweden,Uppsala County
"Prostate Cancer Foundation|TaiGen Biotechnology Co., Ltd.",Taiwan,Taipei City
Tom Baker Cancer Centre,Canada,Alberta
Virginia Commonwealth University,United States,Virginia
"Swedish Heart Lung Foundation|Sanofi Pasteur, a Sanofi Company|Uppsala University|Lytics",Sweden,Uppsala County
"United States Naval Medical Center, San Diego|C.R.Darnall Army Medical Center",United States,California
National Institute of Neurological Disorders and Stroke (NINDS)|Imsmed Incorporated,United States,Maryland
Muscular Dystrophy Association,United States,Illinois
"Novartis Pharma AG, Switzerland",Switzerland,Basel-Stadt
CRF health|Bristol-Myers Squibb,United States,New Jersey
"BioClinica, Inc.|Signant Health",United States,Pennsylvania
"ProSciento, Inc.",United States,California
Taipei Medical University|Panion & BF Biotech Inc.,Taiwan,Taipei City
"Symbio, LLC",United States,Virginia
Michael J. Fox Foundation for Parkinson's Research,United States,New York
St. Olavs Hospital,Norway,Trøndelag
"Copenhagen University Hospital, Denmark",Denmark,Capital Region of Denmark
"Jiangsu Hengrui Pharmaceutical Co., Ltd.",China,Jiangsu
Y-mAbs Therapeutics,United States,New York
Texas Children's Cancer Center|National Cancer Institute (NCI),United States,Texas
"Center for Cell and Gene Therapy, Baylor College of Medicine",United States,Texas
"The Methodist Hospital Research Institute|Center for Cell and Gene Therapy, Baylor College of Medicine|St. Jude Children's Research Hospital",United States,Texas
"Baylor College of Medicine|Center for Cell and Gene Therapy, Baylor College of Medicine",United States,Texas
"National Taiwan University Hospital|Taipei Veterans General Hospital, Taiwan|Mackay Memorial Hospital|Tri-Service General Hospital|Changhua Christian Hospital|China Medical University Hospital|National Cheng-Kung University Hospital|Kaohsiung Medical University Chung-Ho Memorial Hospital|Taichung Veterans General Hospital",Taiwan,Taipei
"Allergan Sales, LLC",United States,New Jersey
"Fudan University|Affiliated Cancer Hospital & Institute of Guangzhou Medical University|Nanfang Hospital, Southern Medical University|The Affiliated Hospital of Qingdao University|Tongji Hospital|The Affiliated Tumor Hospital of Nantong University, Nantong, Jiangsu Province, China|RenJi Hospital|Zhejiang Cancer Hospital|Yunnan Cancer Hospital|Henan Cancer Hospital|Jiangsu Provincial People's Hospital|Huaxi Hospital",China,Jiangsu Province
Fudan University|Sun Yat-sen University,China,Shanghai
Fudan University,China,Shanghai
Wake Forest University Health Sciences|Novartis Pharmaceuticals,United States,North Carolina
Hebei Medical University Fourth Hospital,China,Hebei
Erasmus Medical Center|The Netherlands Cancer Institute|University Medical Center Groningen|Leiden University Medical Center,Netherlands,South Holland
Quotient Clinical,United Kingdom,England
"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",China,Jiangsu
"Tianjin Hengjia Biotechnology Development co., LTD",China,Tianjin
Stollery Children's Hospital|The Hospital for Sick Children|British Columbia Children's Hospital,Canada,Alberta
"Koç University|Koç University Hospital|Göteborg University|Sahlgrenska University Hospital, Sweden|KTH Royal Institute of Technology|University of Helsinki|Helsinki University Central Hospital|Monitor CRO",Turkey,Istanbul
AstraZeneca K.K.,Japan,Tokyo
Wellcome Trust|Novo Nordisk A/S,United Kingdom,England
Quotient Sciences,United Kingdom,England
"Merck Sharp & Dohme LLC|The Fertility Clinic, Skive Regional Hospital, Denmark|Aarhus University Hospital|University of Southern Denmark",Denmark,Central Jutland
"Pfizer|ImaginAb, Inc.|University Hospital Tuebingen",Germany,Baden-Württemberg
Memorial Sloan Kettering Cancer Center,USA,New York
"Hengrui Yuanzheng Bio-Technology Co., Ltd.",China,Jiangsu
University Hospital Munich,Germany,Bavaria
"University of Geneva, Switzerland",Switzerland,Geneva
argenx,Belgium,Flanders
Uppsala University Hospital|AstraZeneca,Sweden,Uppsala County
Hvidovre University Hospital|University of Oxford|Karolinska Institutet,Denmark,Hovedstaden; United Kingdom
Children's Hospitals and Clinics of Minnesota,United States,Minnesota
"University of California, San Diego",United States,California
Eli Lilly and Company|National Institute on Minority Health and Health Disparities (NIMHD),United States,Indiana
Nederlandse Obestias Kliniek (NOK),Netherlands,North Brabant
Spaulding Clinical Research LLC,United States,Minnesota
"Shekhar, Anantha M.D., Ph.D.|Repligen Corporation",United States,Massachusetts
University of Vermont,United States,Vermont
anesthesia department|faculty of medicine,USA,Florida
NYC Health + Hospitals,United States,New York
"National Institute on Drug Abuse (NIDA)|The Emmes Company, LLC",United States,Maryland
National Institute on Drug Abuse (NIDA)|The HEAL Initiative (https://heal.nih.gov/),United States,Maryland
Indivior Inc.,United States,Virginia
American College of Phlebology,United States,California
Musculoskeletal Transplant Foundation,United States,New Jersey
"Shanghai Baiying Medical Technology Co., Ltd.",China,Shanghai
National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)|National Institutes of Health (NIH),United States,Maryland
Immunex Corporation,United States,Washington
Women's College Hospital|Cleveland Clinic Canada,Canada,Ontario
"Teva Pharmaceutical Industries, Ltd.",Israel,Central District
"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",United States,California
SINPAIN LTDA,Brazil,São Paulo
Novo Nordisk A/S|Cambridge Weight Plan Limited,United Kingdom,England
"Takeda Pharmaceuticals North America, Inc.",United States,Illinois
Eli Lilly and Company|Osteogenesis Imperfecta Foundation|National Institutes of Health (NIH)|National Center for Research Resources (NCRR),United States,Indiana
"M.D. Anderson Cancer Center|Iscador AG, Arlesheim, Switzerland.|Tackle Kids Cancer|Susan Zabransky Hughes Foundation",Switzerland,Basel-Landschaft
Hospital of South West Jutland,Denmark,Syddanmark
"Aarhus University Hospital|Optum, Inc.|University of Alabama at Birmingham / Foundation for Advancing Science, Technology, Education and Research (FASTER)",Denmark,Central Jutland
Angitia Australia Pty Ltd,Australia,New South Wales
"Chugai Pharma China Co., Ltd.",China,Shanghai
Intas Pharmaceutical Limited (Biopharma Division),India,Gujarat
Beth Israel Deaconess Medical Center,United States,Massachusetts
University of Pittsburgh|Eli Lilly and Company,United States,Pennsylvania
Maryland Cigarette Restitution Fund,United States,Maryland
National Institutes of Health (NIH)|Department of Health and Human Services,United States,Maryland
CEREMAST,France,Auvergne-Rhône-Alpes
Stryker Medical|Medtronic,United States,Michigan
Weill Medical College of Cornell University,United States,New York
Odense University Hospital,Denmark,Southern Denmark
Dana-Farber Cancer Institute|Bayer,United States,Massachusetts
"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Bristol-Myers Squibb|InterMune",United States,New Jersey
"Peking University Third Hospital|The First Affiliated Hospital with Nanjing Medical University|Women's Hospital School Of Medicine Zhejiang University|Xiangya Hospital of Central South University|Sixth Affiliated Hospital, Sun Yat-sen University|Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University|The First Affiliated Hospital of Anhui Medical University",China,Various
Cairo University|Al-Azhar University|Beni-Suef University,Egypt,Cairo
British Columbia Childrens Hospital Foundation,Canada,British Columbia
Ege University,Turkey,Izmir
"University Hospital, Angers",France,Pays de la Loire
CTI BioPharma,United States,Washington
Istanbul Saglik Bilimleri University,Turkey,Istanbul
"Leiden University Medical Center|Leiden Academic Center for Drug Research, the Netherlands",Netherlands,South Holland
National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),United States,Maryland
Celgene|AstraZeneca,United States,New Jersey
The University of New South Wales|Walter and Eliza Hall Institute of Medical Research,Australia,New South Wales
"University of Witten/Herdecke|Karolinska Institutet|Regional Cancer Centre Stockholm Gotland|Stiftelsen Konung Gustaf V:s Jubileumsfond för cancerforskning|Signe & Ane Gyllenbergs Stiftelse|Ekhagastiftelsen|Dagmar Ferbs Minnesfond|Cancerforskningsfonden i Norrland|Immunpathologisches Labor, University Tübingen|The Sjöberg Foundation",Sweden,Västmanland
Eisai Inc.,United States,New Jersey
Yorkshire Cancer Research,United Kingdom,England
OSE Immunotherapeutics,France,Pays de la Loire
Karolinska Institutet,Sweden,Stockholm County
Cure Parkinson|Réseau NS-Park|EUCLID Clinical Trial Platform|Sanofi,France,Île-de-France
Clinical Research Services Turku - CRST Oy,Finland,Southwest Finland
Sanofi|National Institute of Neurological Disorders and Stroke (NINDS)|Nebraska Neuroscience Alliance,United States,Nebraska
INC Research Limited,United States,North Carolina
Children's Hospital of Philadelphia|Stanford University|Ann & Robert H Lurie Children's Hospital of Chicago,United States,Pennsylvania | United States
"Genentech, Inc.|Novartis Pharmaceuticals|Rho Federal Systems Division, Inc.",United States,California
Autoimmunity Centers of Excellence,United States,Pennsylvania
Bencard Allergie GmbH,Germany,Hamburg
Unimed Laboratories CJSC|Data Management 365|Center of Pharmaceutical Analytics LLC,Russia,Moscow
"National Institutes of Health (NIH)|National Heart, Lung, and Blood Institute (NHLBI)",United States,Maryland
Conselho Nacional de Desenvolvimento Científico e Tecnológico,Brazil,Federal District
"Inner-City Asthma Consortium|Rho Federal Systems Division, Inc.",United States,New York
"Kyowa Kirin Co., Ltd.",Japan,Tokyo
"Universal Medical College Hospital, Bangladesh|Green Life Center for Rheumatic Care & Research, Bangladesh|Incepta Pharmaceuticals Ltd, Bangladesh",Bangladesh,Dhaka
Region Zealand,Denmark,Zealand
BioPartners GmbH,Germany,Bavaria
UCB Pharma|Psoriasis Treatment Center of Central New Jersey,United States,New Jersey
Organon and Co,USA,New Jersey
"Akeso Tiancheng, Inc",China,Guangdong
Centers for Disease Control and Prevention|National Institutes of Health (NIH)|Vaccine Research Center (VRC)|Kenya Medical Research Institute|Liverpool School of Tropical Medicine (LSTM),United States,Maryland
"National Institutes of Health (NIH)|Vaccine Research Center (VRC)|Malaria Research and Training Center (MRTC)|Faculté de Médecine Pharmacie d'Odontostomatologie (FMOS/FAPH)|University of Sciences, Techniques, & Technologies of Bamako (USTTB)|University of Washington|Harvard T.H. Chan School of Public Health (HSPH)|Indiana University School of Medicine, Indiana University",United States,Indiana
"National Institutes of Health (NIH)|Vaccine Research Center (VRC)|Malaria Research and Training Center (MRTC)|Faculté de Médecine Pharmacie d'Odontostomatologie (FMOS/FAPH)|University of Sciences, Techniques, & Technologies of Bamako (USTTB)|University of Washington|Harvard School of Public Health (HSPH)|Indiana University School of Medicine, Indiana University",United States,Maryland
OSE Immunotherapeutics|Merck Sharp & Dohme LLC,France,Pays de la Loire
"Guangxi Center for Disease Control and Prevention|Air Force Military Medical University, China",China,Guangxi
Health Research Foundation,United States,California
The Third Affiliated Hospital of Southern Medical University|The Second People's Hospital of GuangDong Province|Shenzhen Hospital of Southern Medical University,China,Guangdong
"Ministry of Science and Technology, Vietnam",Vietnam,Hanoi
Peking University Third Hospital,China,Beijing
Immutep S.A.S.,France,Île-de-France
Roche Pharma AG|The Leukemia and Lymphoma Society,Switzerland,Basel-Stadt
Nordic Bioscience A/S,Denmark,Hovedstaden
"National University, Rwanda",Rwanda,Western Province
Hospital de Câncer de Barretos,Brazil,São Paulo
424 General Military Hospital|251 Hellenic Air Force & VA General Hospital,Greece,Attica
251 Hellenic Air Force & VA General Hospital|Leiden University Medical Center,Greece,Attica
Tang-Du Hospital|Tongji Hospital|Second Hospital of Shanxi Medical University|LanZhou University|Sichuan Provincial People's Hospital|The First Affiliated Hospital of Zhengzhou University|521 Hospital of NORINCO Group,China,Various Provinces
Richmond Pharmacology Limited,United Kingdom,England
Mercy Medical Center,United States,Maryland
Providence Health & Services|Canadian Anesthesiologists' Society,Canada,Alberta
Sustained Therapeutics Inc.,United States,California
VA Connecticut Healthcare System|National Headache Foundation,United States,Connecticut
Novartis|Amgen,Switzerland,Basel-Stadt
Children's Hospital of Fudan University|Tongji medical college huazhong university of science & technology|Beijing Children's Hospital|Peking University First Hospital|Peking Union Medical College Hospital|The Children's Hospital of Zhejiang University School of Medicine,China,Shanghai
Foundation for Prader-Willi Research|Prader-Willi Fonds,United States,Colorado
The Center for Clinical and Translational Sciences (CCTS) Clinical Research Unit at The University of Texas Health Science Center at Houston,United States,Texas
HIV Prevention Trials Network,United States,California
HIV Prevention Trials Network|National Institute on Drug Abuse (NIDA)|National Institute of Allergy and Infectious Diseases (NIAID),United States,Maryland
PPD Australia Pty Ltd,Australia,New South Wales
Aaron Diamond AIDS Research Center|Bill and Melinda Gates Foundation,USA,New York
"Van Andel Research Institute|Astex Pharmaceuticals, Inc.",United States,Michigan
Fundación Dexeus Salud de la Mujer,Spain,Catalonia
"Baxalta Innovations GmbH, now part of Shire",Germany,Baden-Württemberg
"Sixth Affiliated Hospital, Sun Yat-sen University|The First Affiliated Hospital of Guangzhou Medical University",China,Guangdong
"Shanghai Pharmaceuticals Holding Co., Ltd",China,Shanghai
Haemonetics Corporation,United States,Massachusetts
German Cancer Research Center|Universität Tübingen|University Hospital Tuebingen,Germany,Baden-Württemberg
"University of Colorado, Boulder|Centers for Disease Control and Prevention",United States,Colorado
National Cancer Institute (NCI)|Cancer and Leukemia Group B|NRG Oncology,United States,Maryland
Prostate Cancer Canada|Bayer,Canada,Ontario
"Janssen Scientific Affairs, LLC|OHSU Knight Cancer Institute|Rutgers Cancer Institute of New Jersey|NorthShore University HealthSystem|Duke University|Northwestern University Feinberg School of Medicine|Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|University of North Carolina|Wayne State University|Perlmutter New York University Cancer Center|Weill Medical College of Cornell University|Ferring Pharmaceuticals|GU Research Network, LLC|University of California, Los Angeles",United States,"New Jersey  
United States"
"National Heart, Lung, and Blood Institute (NHLBI)|Suburban Hospital",United States,Maryland
"Ferring Pharmaceuticals Korea, Ltd.",South Korea,Seoul
"Bayer|Veracyte, Inc.",USA,California
Northern Sydney and Central Coast Area Health Service|Aventis Pharmaceuticals,Australia,New South Wales
David H. Koch Charitable Foundation|BioSante Pharmaceuticals,United States,New Jersey
"University of Turin, Italy",Italy,Piedmont
QPS-Qualitix,Australia,Victoria
"Instituto Valenciano de Infertilidad, IVI VALENCIA|IVI Madrid|IVI Barcelona",Spain,Valencia
Regeneron Pharmaceuticals|Ohio State University,United States,Ohio
Sun Pharmaceutical Industries Limited,India,Maharashtra
Celldex Therapeutics|The Foundation for Barnes-Jewish Hospital|National Cancer Institute (NCI),United States,Maryland
LEO Foundation|Case Western Reserve University,United States,Ohio
KU Leuven,Belgium,Flanders
Immunex Corporation|Wyeth is now a wholly owned subsidiary of Pfizer,United States,Washington
Cato Research|JSS Medical Research Inc.,United States,North Carolina
NHS Grampian,United Kingdom,Scotland
KU Leuven|University Ghent,Belgium,Flanders
"Sun Pharmaceutical Industries Limited|Brown University|Lifespan|Ocean State Research Institute, Inc.",United States,Rhode Island
National Psoriasis Foundation,United States,Oregon
The First Hospital of Jilin University,China,Jilin
"Brown University|Medecins Sans Frontieres, Netherlands",Netherlands,None
"British Medical Association|Psoriasis and Psoriatic Arthritis Alliance|Queen's University, Belfast",United Kingdom,Northern Ireland
"QPS Holdings LLC|Changchun GeneScience Pharmaceutical Co., Ltd.",China,Jilin
Duke University|SRI International,United States,North Carolina
United Therapeutics,United States,Maryland
Novartis|The Christie NHS Foundation Trust|Oxford University Hospitals NHS Trust|Barts & The London NHS Trust,United Kingdom,England
Janssen-Cilag International NV,Belgium,Antwerp
Chiron company: Clinical Research and Medical Affairs,United States,New Jersey
Synermore Biologics USA Limited,United States,California
"Simoon Record Pharma Information Consulting Co., Ltd.",China,Guangdong
"Medac GmbH (Hamburg, Germany)|Roche (Grenzach-Wyhlen, Germany)",Germany,Hamburg
Ahmed Elgazzar Hospital,Egypt,Cairo Governorate
"Huadong Hospital|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|Huashan Hospital|Army Medical Center of PLA|Sun Yat-sen University|RenJi Hospital|Shanghai Jiading District Central Hospital|The Second Affiliated Hospital of Dalian Medical University|First Hospital of China Medical University|Dalian Municipal Central Hospital|Shanghai Zhongshan Hospital|Shanghai Pudong Hospital|Shanghai Public Health Clinical Center|Xuhui Central Hospital, Shanghai|The Affiliated People's Hospital of Ningbo University|Taizhou First People's Hospital|Wenzhou People's Hospital",China,Shanghai
"Data Management 365|Keystat, LLC",United States,Florida
University of Bern|Debiopharm International SA|Werner und Hedy Berger-Janser - Stiftung,Switzerland,Bern
"Istari Oncology, Inc.",United States,Florida
Ruijin Hospital|The First Affiliated Hospital of Nanchang University|Fujian Medical University Union Hospital|RenJi Hospital|Shanghai Tong Ren Hospital|Shandong Provincial Hospital|Cancer Hospital of Guangxi Medical University|Sir Run Run Shaw Hospital|Taizhou Hospital of Zhejiang Province affiliated to Wenzhou Medical University|Ningbo Medical Center Lihuili Hospital|Yinzhou Hospital Affiliated to Medical School of Ningbo University|Zhejiang University,China,"Jiangxi  
China"
Antengene Corporation,China,Shanghai
Autism Science Foundation,United States,New York
"Merck Romania SRL, an affiliate of Merck KGaA, Darmstadt, Germany",Romania,Bucharest
"Aptiv Solutions|ClinStar, LLC",United States,Virginia
"Ospedale Civico, Lugano",Switzerland,Ticino
The Cleveland Clinic,United States,Ohio
Elan Pharmaceuticals,United States,California
"Kidney Cancer Association|ImmunityBio, Inc.",United States,California
"Arthrex, Inc.|The Physicians' Services Incorporated Foundation|Radiological Society of North America",United States,Florida
Institute for Preventive and Social Medicine,Germany,Bavaria
Mayo Clinic|Integrium,United States,Minnesota
"Aiolos Bio, Inc.",United States,Massachusetts
"University of Perugia, Faculty of Medicine, Department of Internal Medicine|University of Genova|University Hospital, Udine, Italy",Italy,Friuli Venezia Giulia
Rett Syndrome Research Trust,USA,Connecticut
International Rett Syndrome Foundation,United States,Maryland
IQVIA RDS Ireland Ltd|Thermo Fisher Scientific FS,Ireland,County Dublin
"Region Gävleborg|Umeå University|Uppsala University|County Council of Norrbotten, Sweden|Vastra Gotaland Region|Jämtland County Council, Sweden|Västernorrland County Council, Sweden|Dalarna County Council, Sweden|Karolinska University Hospital|Danderyd Hospital|Region Stockholm|Sormland County Council, Sweden",Sweden,Gävleborg; Sweden
"Quintiles, Inc.|OCT Clinical Trials|Mene Research",United States,North Carolina
Ono Pharmaceutical Co. Ltd,Japan,Osaka Prefecture
"Mount Sinai Hospital, Canada",Canada,Ontario
UCB Japan Co. Ltd.,Japan,Tokyo
"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",China,Shanghai
"Instituto de Oncología Ángel H. Roffo|National Agency for Scientific and Technological Promotion, Argentina|National Council of Scientific and Technical Research, Argentina|University of Buenos Aires",Argentina,Buenos Aires
Galapagos NV,Belgium,Flanders
"National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)|University of Maryland, Baltimore|Washington D.C. Veterans Affairs Medical Center|Medstar Health Research Institute|Patient-Centered Outcomes Research Institute|Arthritis and Pain Associates of PG County|Arthritis & Rheumatism Associates, P.C.|Rheumatology Associates of Baltimore, L.L.C.|The Arthritis Clinic of Northern Virginia, P.C.|Arthritis and Rheumatic Disease Associates, P.C.",United States,Maryland
"ReSearch Pharmaceutical Services, Inc.",United States,Pennsylvania
"Autoimmunity Centers of Excellence|Rho Federal Systems Division, Inc.",United States,Virginia
Mitsubishi Tanabe Pharma Corporation,Japan,Osaka Prefecture
Galapagos NV|Medical Centre Leeuwarden|Leiden University Medical Center,Netherlands,Friesland
Trident Clinical Research Pty Ltd,Australia,Queensland
inVentiv Health Clinical|PharmaNet,United States,New Jersey
"Quintiles, Inc.|OCT Clinical Trials",United States,North Carolina
"Guangzhou Four-Leaf Clover HealthTech Co., Ltd.",China,Guangdong Province
"Abbott Japan Co.,Ltd|Eisai Co., Ltd.",Japan,Tokyo
IQVIA Pvt. Ltd|OCT Clinical Trials,India,Karnataka
Eisai Limited,Japan,Tokyo
Canadian Institutes of Health Research (CIHR)|Rheumatoid Arthritis Investigational Network (RAIN)|National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),Canada,Ontario
Imperial College London|University of Oxford|Oxford University Hospitals NHS Trust,United Kingdom,England
Raffeiner GmbH,Austria,Tyrol
Dr. Reddy's Laboratories Limited,India,Telangana
French Society of Rheumatology,France,Île-de-France
Korea Health Industry Development Institute,South Korea,Gyeonggi Province
Karolinska University Hospital|Skane University Hospital|Sodra Alvsborgs Hospital,Sweden,Skåne County
Immune Tolerance Network (ITN)|Imperial College London,United Kingdom,England
AlleCure,USA,California
Danish Headache Center|Novartis Pharmaceuticals|Herlev and Gentofte Hospital,Denmark,Capital Region of Denmark
Orthopedic Research and Education Foundation,United States,Missouri
WorkSafe BC,Canada,British Columbia
China National Biotec Group Company Limited,China,Beijing
"Hospital for Special Surgery, New York",United States,New York
ICON Clinical Research,United Kingdom,England
Ohio Pain Clinic,United States,Ohio
Integrated Medical Development|National Institutes of Health (NIH)|Pharmaceutical Research Associates,United States,Maryland
The Seventh Affiliated Hospital of Sun Yat-sen University|Shenzhen Children's Hospital,China,Guangdong
The Claude D. Pepper Older Americans Independence Centers|National Institute on Aging (NIA),United States,Maryland
"Queen's University, Belfast",United Kingdom,Northern Ireland
University of Virginia,United States,Virginia
Telethon Kids Institute,Australia,Western Australia
VectivBio AG,Switzerland,Zug
Mike O'Callaghan Military Hospital,United States,Nevada
"Institut National de la Santé Et de la Recherche Médicale, France",France,Île-de-France
Groupe Hospitalier Paul Guiraud|Etablissement Public de Santé Barthélemy Durand,France,Île-de-France
Stanley Medical Research Institute,United States,Maryland
Worldwide Clinical Trials,United States,Texas
United States Department of Defense|Recordati Rare Diseases,United States,Virginia
Reuth Rehabilitation Hospital,Israel,Central District
"Mallinckrodt|Stanford University|Ocular Imaging Research and Reading Center|Foresight Studies, LLC",United States,California
SynteractHCR|Metronomia Clinical Research GMBH,Germany,Baden-Württemberg
National Institute on Deafness and Other Communication Disorders (NIDCD),United States,Maryland
Chinese PLA General Hospital|Affiliated Cancer Hospital of Shantou University Medical College|Yijishan Hospital of Wannan Medical College,China,Beijing
"Beijing Digital Precesion Medicine Company|Cancer Institute and Hospital, Chinese Academy of Medical Sciences|Beijing Friendship Hospital|Tangshan People's Hospital|The Second Hospital of Hebei Medical University",China,Beijing
Assaf-Harofeh Medical Center|Sanofi,Israel,Center District
"Huadong Hospital|Shanghai Tongji Hospital, Tongji University School of Medicine|Changhai Hospital|Second Affiliated Hospital of Nanchang University|Shanghai Jiao Tong University School of Medicine|Shanghai University of Traditional Chinese Medicine|Shanghai Fifth People's Hospital,Fudan University",China,Shanghai
Duke University,United States,North Carolina
Nycomed,Denmark,Capital Region
"BioLineRx, Ltd.|Biogen",Israel,Tel Aviv
